86.132812	-82.686722
172.265625	-79.117981
258.398438	-72.436157
344.531250	-69.922432
430.664062	-73.032265
516.796875	-73.479980
602.929688	-69.995537
689.062500	-64.406944
775.195312	-57.499733
861.328125	-46.392483
947.460938	-17.545555
1033.593750	-10.040051
1119.726562	-14.567712
1205.859375	-41.595825
1291.992188	-54.262417
1378.125000	-61.706802
1464.257812	-64.542999
1550.390625	-65.682800
1636.523438	-65.797203
1722.656250	-61.756378
1808.789062	-55.339634
1894.921875	-45.149021
1981.054688	-21.742876
2067.187500	-12.729568
2153.320312	-15.893713
2239.453125	-36.766945
2325.585938	-50.423290
2411.718750	-59.212337
2497.851562	-64.805428
2583.984375	-68.036041
2670.117188	-68.411392
2756.250000	-64.747314
2842.382812	-57.738411
2928.515625	-47.855030
3014.648438	-28.159779
3100.781250	-16.887709
3186.914062	-18.270279
3273.046875	-34.353302
3359.179688	-49.958885
3445.312500	-59.290604
3531.445312	-64.990562
3617.578125	-65.267670
3703.710938	-66.285194
3789.843750	-70.792091
3875.976562	-66.836029
3962.109375	-58.747078
4048.242188	-41.175701
4134.375000	-27.631588
4220.507812	-27.477362
4306.640625	-40.553001
4392.773438	-58.123379
4478.906250	-68.076340
4565.039062	-72.808701
4651.171875	-67.323570
4737.304688	-67.763306
4823.437500	-76.779648
4909.570312	-77.614601
4995.703125	-72.721214
5081.835938	-57.530544
5167.968750	-41.362858
5254.101562	-39.620831
5340.234375	-50.095322
5426.367188	-70.402115
5512.500000	-76.555626
5598.632812	-77.055252
5684.765625	-73.581558
5770.898438	-73.143227
5857.031250	-76.887047
5943.164062	-77.763214
6029.296875	-77.738632
6115.429688	-71.416145
6201.562500	-53.236362
6287.695312	-49.902409
6373.828125	-58.133549
6459.960938	-77.952148
6546.093750	-80.324203
6632.226562	-81.114998
6718.359375	-80.321091
6804.492188	-79.381332
6890.625000	-81.954552
6976.757812	-83.057175
7062.890625	-82.714119
7149.023438	-71.360039
7235.156250	-57.228985
7321.289062	-54.183918
7407.421875	-61.181618
7493.554688	-83.211441
7579.687500	-85.026093
7665.820312	-84.794159
7751.953125	-81.126381
7838.085938	-78.897438
7924.218750	-82.437057
8010.351562	-83.002518
8096.484375	-82.953957
8182.617188	-78.456841
8268.750000	-64.964890
8354.882812	-61.957512
8441.015625	-68.499374
8527.148438	-80.990646
8613.281250	-82.295364
8699.414062	-82.603256
8785.546875	-83.115395
8871.679688	-83.717514
8957.812500	-84.079742
9043.945312	-83.918922
9130.078125	-83.793564
9216.210938	-82.026291
9302.343750	-71.583031
9388.476562	-64.852791
9474.609375	-67.838997
9560.742188	-79.916283
9646.875000	-81.511169
9733.007812	-81.578476
9819.140625	-81.851288
9905.273438	-81.733818
9991.406250	-81.279510
10077.539062	-81.007248
10163.671875	-81.790916
10249.804688	-79.550369
10335.937500	-63.814899
10422.070312	-56.845478
10508.203125	-59.377411
10594.335938	-73.003288
10680.468750	-82.013268
10766.601562	-83.318291
10852.734375	-83.353485
10938.867188	-83.630508
11025.000000	-84.336205
11111.132812	-85.081802
11197.265625	-85.159927
11283.398438	-84.743950
11369.531250	-72.646362
11455.664062	-67.106514
11541.796875	-70.053543
11627.929688	-81.272903
11714.062500	-84.918304
11800.195312	-84.538971
11886.328125	-84.210602
11972.460938	-84.466743
12058.593750	-84.011673
12144.726562	-83.328484
12230.859375	-83.017380
12316.992188	-82.188316
12403.125000	-70.233131
12489.257812	-60.219624
12575.390625	-59.865543
12661.523438	-69.529213
12747.656250	-84.692902
12833.789062	-87.786110
12919.921875	-88.134659
13006.054688	-88.313774
13092.187500	-87.738083
13178.320312	-87.728691
13264.453125	-87.462379
13350.585938	-84.388474
13436.718750	-67.596939
13522.851562	-58.948051
13608.984375	-58.487270
13695.117188	-66.937347
13781.250000	-85.269173
13867.382812	-89.269966
13953.515625	-90.292892
14039.648438	-90.633926
14125.781250	-90.613838
14211.914062	-90.737602
14298.046875	-90.681305
14384.179688	-90.237122
14470.312500	-78.860016
14556.445312	-68.473526
14642.578125	-66.551300
14728.710938	-73.034988
14814.843750	-87.731049
14900.976562	-91.145699
14987.109375	-92.256920
15073.242188	-91.590347
15159.375000	-91.501366
15245.507812	-92.034714
15331.640625	-92.973557
15417.773438	-92.871040
15503.906250	-81.049370
15590.039062	-71.970161
15676.171875	-68.866135
15762.304688	-72.809349
15848.437500	-87.052238
15934.570312	-92.203873
16020.703125	-93.766266
16106.835938	-93.505173
16192.968750	-93.647026
16279.101562	-93.875053
16365.234375	-93.152664
16451.367188	-92.602760
16537.500000	-83.943893
16623.632812	-72.850807
16709.765625	-69.142380
16795.898438	-73.326546
16882.031250	-87.301636
16968.164062	-94.171638
17054.296875	-94.832382
17140.429688	-96.007614
17226.562500	-96.718468
17312.695312	-96.659615
17398.828125	-97.426193
17484.960938	-98.615318
17571.093750	-91.398300
17657.226562	-79.143555
17743.359375	-72.439743
17829.492188	-73.398941
17915.625000	-83.167763
18001.757812	-91.938744
18087.890625	-93.759277
18174.023438	-94.985703
18260.156250	-95.896233
18346.289062	-97.000183
18432.421875	-97.445633
18518.554688	-97.556648
18604.687500	-88.868896
18690.820312	-82.037094
18776.953125	-79.649429
18863.085938	-82.409348
18949.218750	-90.861198
19035.351562	-95.881721
19121.484375	-96.944458
19207.617188	-97.631630
19293.750000	-97.669861
19379.882812	-98.248787
19466.015625	-99.093369
19552.148438	-99.510277
19638.281250	-91.373238
19724.414062	-84.268608
19810.546875	-82.299477
19896.679688	-81.638702
19982.812500	-88.133293
20068.945312	-101.955711
20155.078125	-104.306458
20241.210938	-104.562332
20327.343750	-105.091118
20413.476562	-104.388863
20499.609375	-104.847466
20585.742188	-105.189369
20671.875000	-100.654121
20758.007812	-91.774323
20844.140625	-84.857445
20930.273438	-82.773743
21016.406250	-88.530632
21102.539062	-102.747124
21188.671875	-106.683151
21274.804688	-107.283653
21360.937500	-107.252373
21447.070312	-107.977341
21533.203125	-107.946579
21619.335938	-107.964363
21705.468750	-102.363556
21791.601562	-92.223312
21877.734375	-87.262558
21963.867188	-89.842361
